推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,首个+3%日,5日最佳收盘T+N,启动评分,MACD收口评分,MACD阶段,MACD窗口阶段,MACD开口收缩%,MACD收口3日%,MACD收口5日%,MACD收口效率,MACD标准化开口,MACD缠结,严格匹配度,最新价,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,筹码结构,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,关注理由,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-09-08,4,54.4,601956,东贝集团,7.0,-1.14,-1.71,-0.71,-2.71,-3.43,0.0,-3.71,完整5日,,T+3,98.0,100.0,死叉强收口｜启动临界窗口,3,46.16,57.19,38.75,,0.1128,否,70.0,7.0,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,6.57~6.64（承接/回踩）,7.54~7.58（突破确认）,6.39,7.37,7.52 / 7.52,7.81 / 7.99,当前仍站在20日线之上，20日线相对60日线高约2.2%，但短线均线结构还不算特别强。近20日上涨约-1.0%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.80，量能处于收缩状态，但当前量比约1.16，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约46.2%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.0,T+5收盘退出,5,6.76,-3.63,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-3.71,2025-09-11触发软止损预警；2025-09-15触发软止损预警,-3.43
2025-09-09,1,87.0,002510,天汽模,7.07,-1.56,-1.84,-1.27,1.84,2.69,3.96,-3.96,完整5日,,T+5,95.0,94.0,死叉强收口｜启动临界窗口,3,43.11,53.53,26.25,,0.1336,否,91.0,7.07,暂无同日行业数据,未分类,,,未取得市值,,61/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,6.71~6.78（承接/回踩）,7.81~7.87（突破确认）,6.49,7.61,7.79 / 7.79,8.13 / 8.35,当前仍站在20日线之上，20日线相对60日线高约3.7%，但短线均线结构还不算特别强。近20日上涨约7.0%，近5日约4.1%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.57，量能处于收缩状态，但当前量比约2.59，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约43.1%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.0,首止盈后T+5退出,5,7.26,3.16,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,5.0,-3.0,2025-09-11触发软止损预警；2025-09-15达到第一止盈：卖出50%,2.69
2025-09-09,2,82.5,002640,跨境通,5.78,-1.9,-1.56,-1.38,-2.94,4.33,6.75,-5.54,完整5日,T+5,T+5,97.0,77.0,死叉强收口｜启动临界窗口,3,44.81,49.3,-127.21,,0.0663,否,100.0,5.78,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,5.47~5.53（承接/回踩）,6.50~6.57（突破确认）,5.31,6.22,6.48 / 6.48,6.94 / 7.24,当前仍站在20日线之上，20日线相对60日线高约4.6%，但短线均线结构还不算特别强。近20日上涨约7.8%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.71，量能处于收缩状态，但当前量比约1.96，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约44.8%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.7,强势止盈/清仓,5,6.04,4.3,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,8.25,-4.21,2025-09-11触发软止损预警；2025-09-16达到第一止盈：卖出50%；达到第二止盈,4.33
2025-09-09,3,69.2,002201,九鼎新材,8.4,-1.43,1.19,-1.43,-2.5,-2.14,1.43,-4.29,完整5日,,T+2,100.0,86.0,死叉强收口｜启动临界窗口,3,9.75,63.46,7.78,,0.0711,否,88.0,8.4,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,8.28~8.35（承接/回踩）,9.22~9.29（突破确认）,8.11,8.98,9.19 / 9.19,9.60 / 9.86,当前仍站在20日线之上，20日线相对60日线高约7.7%，但短线均线结构还不算特别强。近20日上涨约4.1%，近5日约1.6%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.33，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约9.7%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.4,T+5收盘退出,5,8.22,-2.34,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.43,-4.29,2025-09-15触发软止损预警；2025-09-16触发软止损预警,-2.14
2025-09-09,4,63.6,002343,慈文传媒,8.48,0.94,-1.06,-0.83,-1.77,-2.59,2.48,-3.42,完整5日,,T+1,98.0,100.0,死叉强收口｜启动临界窗口,3,37.4,53.97,34.04,,0.124,否,69.0,8.48,暂无同日行业数据,传媒,,,未取得市值,,65/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,8.35~8.35（承接/回踩）,9.60~9.66（突破确认）,8.21,9.36,9.57 / 9.57,9.98 / 10.23,当前仍站在20日线之上，20日线相对60日线高约1.8%，但短线均线结构还不算特别强。近20日上涨约4.2%，近5日约3.8%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.52，前期有明显缩量，而当前量比约1.64，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约37.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.45,T+5收盘退出,5,8.26,-2.45,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.84,-3.08,2025-09-16触发软止损预警,-2.59
2025-09-09,5,59.1,000514,渝开发,5.49,0.73,0.91,4.55,8.01,7.65,9.29,-1.64,完整5日,T+3,T+4,92.0,100.0,死叉强收口｜启动临界窗口,3,38.43,59.32,52.95,,0.1281,否,70.0,5.49,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.50~5.50（承接/回踩）,6.05~6.09（突破确认）,5.42,5.91,6.03 / 6.03,6.28 / 6.43,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-4.2%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.58，量能处于收缩状态，但当前量比约1.91，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.47,强势止盈/清仓,3,5.8,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,6.03,-1.28,2025-09-12达到第一止盈：卖出50%；达到第二止盈,7.65
2025-09-11,1,62.2,600396,华电辽能,3.29,0.3,0.0,1.22,0.3,-2.74,1.52,-3.04,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,38.24,53.79,65.88,,0.0836,否,72.0,3.29,暂无同日行业数据,未分类,,,未取得市值,,60/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.32~3.32（承接/回踩）,3.61~3.63（突破确认）,3.29,3.55,3.60 / 3.60,3.71 / 3.78,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约0.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.46，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.2%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.28,T+5收盘退出,5,3.2,-2.64,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.83,-2.74,5日内未触发关键退出信号,-2.74
2025-09-12,1,80.6,000670,盈方微,9.03,-0.11,-0.11,-1.33,-3.43,-5.76,4.98,-6.09,完整5日,,T+1,97.8,82.0,死叉强收口｜启动临界窗口,3,28.06,37.65,13.62,,0.109,否,88.0,9.03,暂无同日行业数据,未分类,,,未取得市值,,67/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,8.81~8.88（承接/回踩）,10.38~10.51（突破确认）,8.34,9.91,10.35 / 10.35,11.13 / 11.64,当前仍站在20日线之上，20日线相对60日线高约10.2%，但短线均线结构还不算特别强。近20日上涨约12.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.49，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约28.1%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.29,结构止损退出,5,8.51,-8.6,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.05,-8.72,2025-09-16触发软止损预警；2025-09-17触发软止损预警；2025-09-18触发软止损预警；2025-09-19触发软止损预警；2025-09-19收盘确认结构破坏,-5.76
2025-09-12,2,78.5,600770,综艺股份,6.1,-3.11,-0.66,-1.97,-4.59,-4.75,0.82,-5.74,完整5日,,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,53.04,68.84,55.84,,0.0609,否,99.0,6.1,暂无同日行业数据,未分类,,,未取得市值,,70/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,5.82~5.88（承接/回踩）,6.51~6.56（突破确认）,5.72,6.30,6.49 / 6.49,6.84 / 7.06,当前仍站在20日线之上，20日线相对60日线高约5.8%，但短线均线结构还不算特别强。近20日上涨约8.5%，近5日约4.3%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.64，前期有明显缩量，而当前量比约1.40，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约53.0%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.15,T+5收盘退出,5,5.81,-5.73,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-6.5,2025-09-16触发软止损预警；2025-09-17触发软止损预警；2025-09-18触发软止损预警；2025-09-19触发软止损预警,-4.75
2025-09-12,3,70.9,600281,华阳新材,6.67,-2.7,-3.15,-3.45,-5.7,-6.3,-1.65,-6.45,完整5日,,T+1,76.0,100.0,死叉强收口｜启动临界窗口,3,41.01,47.36,39.72,,0.1049,否,62.0,6.67,暂无同日行业数据,未分类,,,未取得市值,,56/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.69~6.69（承接/回踩）,7.51~7.58（突破确认）,6.55,7.27,7.49 / 7.49,7.90 / 8.15,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.3%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.50，量能处于收缩状态，但当前量比约2.57，启动力度还需要继续观察。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约41.0%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.51,T+5收盘退出,5,6.25,-4.19,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.77,-4.15,2025-09-18触发软止损预警；2025-09-19触发软止损预警,-6.3
2025-09-12,4,57.7,002297,博云新材,8.78,-2.05,-1.59,-2.73,-5.92,-4.44,0.0,-6.49,完整5日,,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,31.61,49.19,45.07,,0.141,否,69.0,8.78,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.77~8.77（承接/回踩）,9.90~9.99（突破确认）,8.58,9.58,9.87 / 9.87,10.41 / 10.76,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.77，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约31.6%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.78,T+5收盘退出,5,8.39,-4.64,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-6.49,2025-09-16触发软止损预警；2025-09-17触发软止损预警；2025-09-18触发软止损预警；2025-09-19触发软止损预警,-4.44
2025-09-12,5,57.5,000965,天保基建,4.42,0.45,1.36,2.49,-2.04,-3.39,2.49,-4.98,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,40.91,64.08,70.69,,0.0982,否,78.0,4.42,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.37~4.37（承接/回踩）,4.88~4.92（突破确认）,4.29,4.75,4.86 / 4.86,5.09 / 5.24,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.49，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约40.9%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.41,T+5收盘退出,5,4.27,-3.37,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.72,-4.76,2025-09-18触发软止损预警；2025-09-19触发软止损预警,-3.39
2025-09-15,1,85.7,002564,天沃科技,8.8,-2.05,-4.09,-6.36,2.95,-2.5,2.95,-7.39,完整5日,,T+4,100.0,82.0,死叉强收口｜启动临界窗口,3,38.68,47.22,-49.03,,0.0666,否,100.0,8.8,暂无同日行业数据,未分类,,,未取得市值,,68/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,8.49~8.56（承接/回踩）,9.53~9.63（突破确认）,7.99,9.14,9.50 / 9.69,10.15 / 10.56,当前仍站在20日线之上，20日线相对60日线高约12.8%，但短线均线结构还不算特别强。近20日上涨约8.5%，近5日约2.7%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.74，前期有明显缩量，而当前量比约1.73，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.7%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.78,移动止盈退出,5,8.58,0.16,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.19,-7.18,2025-09-17触发软止损预警；2025-09-18触发软止损预警；2025-09-19达到第一止盈：卖出50%；2025-09-19触发软止损预警；2025-09-22从峰值回撤约2.2%后退出,-2.5
2025-09-16,1,79.4,600156,华升股份,9.0,-3.0,-4.67,-3.78,-3.0,-1.11,-0.22,-5.78,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,25.69,43.98,48.13,,0.1345,否,76.0,9.0,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,8.74~8.74（承接/回踩）,10.54~10.66（突破确认）,8.49,10.12,10.51 / 10.51,11.22 / 11.67,当前仍站在20日线之上，20日线相对60日线高约17.3%，但短线均线结构还不算特别强。近20日上涨约20.6%，短线约8.2%，已经偏热，继续追价的性价比下降。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.26，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约25.7%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.95,T+5收盘退出,5,8.9,-0.76,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.34,-5.25,2025-09-18触发软止损预警；2025-09-19触发软止损预警；2025-09-22触发软止损预警；2025-09-23触发软止损预警,-1.11
2025-09-17,1,61.0,002177,御银股份,8.11,-4.19,-5.92,-5.18,-8.63,-7.89,-0.12,-10.85,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,24.24,43.62,55.06,,0.1708,否,71.0,8.11,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.18~8.18（承接/回踩）,10.43~10.50（突破确认）,8.02,10.18,10.40 / 10.40,10.84 / 11.11,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.28，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约24.2%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.1,结构止损退出,4,7.41,-8.72,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.0,-10.74,2025-09-19触发软止损预警；2025-09-22触发软止损预警；2025-09-23触发软止损预警；2025-09-23收盘确认结构破坏,-7.89
2025-09-18,1,72.5,002277,友阿股份,7.42,4.18,2.83,-0.27,3.1,-0.27,6.6,-2.16,完整5日,T+1,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,58.24,78.18,85.84,,0.0336,否,97.0,7.42,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,7.08~7.25（承接/回踩）,8.66~8.73（突破确认）,6.90,8.36,8.63 / 8.63,9.13 / 9.44,当前仍站在20日线之上，20日线相对60日线高约11.7%，但短线均线结构还不算特别强。近20日上涨约15.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.71，前期有明显缩量，而当前量比约1.72，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约58.2%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.42,移动止盈退出,2,7.63,2.72,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.6,-2.16,2025-09-19盘中达到第一止盈，但T+1不可卖；2025-09-22达到第一止盈：卖出50%；2025-09-22从峰值回撤约2.8%后退出,-0.27
